41,2.86667,217.91,41,2.86667,0.289963
42,2.93333,118.379,42,2.95,0.963239
37,3.23333,32.2427,37,3.25,0.259174
38,3.43333,126.081,38,3.43333,0.249843
43,1.91667,51.1211,43,1.95,0.245342
43,2.8,871.502,43,2.83333,1.1191
42,2.2,69.4778,42,2.25,0.164099
35,3.88333,120.822,35,3.88333,0.0729855
36,5.03333,1800,37,5.05,0.149032
36,4.9,1799.99,37,4.88333,0.109799
,,,,,
79,2.975,1800.1,79,3.33333,40.1311
70,5.91667,1800.04,70,5.625,43.439
70,5.575,1800.05,70,5.575,120.779
81,3.05833,1800.13,81,2.95,80.8537
72,4.04167,1800.07,73,4.15833,29.3386
75,3.11667,1800.07,75,3.25833,49.9713
72,5.025,1800.09,72,4.80833,1.38989
76,3.03333,1800.11,76,3.2,8.99415
74,3.75,1800.03,74,3.25833,29.7942
74,5.39167,1800.08,72,4.2,19.225
,,,,,
108,4.01111,1800.17,108,4.09444,16.8554
106,5.48889,1800.14,106,5.49444,78.0144
112,4.87778,1801.13,112,4.31667,1800.01
103,4.53333,1800.16,103,4.38333,14.5229
108,7.03333,1800.12,104,5.31111,1098.69
108,5.63333,1800.2,106,5.2,703.235
110,4.16111,1800.44,109,3.67778,23.8948
107,6.12222,1800.1,104,4.94444,115.366
107,4.51667,1800.11,107,4.27778,397.128
112,3.89444,1800.12,111,3.84444,114.182
,,,,,
149,9.2125,1800.24,143,5.05417,135.734
157,3.37083,1800.45,157,3.5875,1786.67
147,11.2667,1800.32,144,4.85417,245.723
146,10.6958,1800.23,146,5.94583,1800.17
146,7.69583,1800.33,146,4.97083,1800.17
143,6.74583,1800.21,141,5.1125,1800.01
143,9.3125,1800.26,142,8.36667,0.984277
154,10.95,1800.18,147,5,9.86461
149,7.69167,1800.37,144,4.1125,162.703
152,4.3125,1800.22,152,4.95833,4.09432
,,,,,
200,3.77667,1800.27,200,4.83333,11.1073
177,5.64333,1800.29,173,7.31667,127.428
181,7.99,1800.33,181,6.87333,386.271
181,8.25333,1800.33,181,7.07333,1799.67
176,4.88667,1800.42,176,5.51333,2.97029
170,10.9633,1800.35,165,8.03333,1800.04
180,6.48667,1800.35,173,6.4,7.96642
178,6.86333,1800.37,178,6.03333,11.6467
172,6.78667,1800.36,172,6.07,616.426
192,4.82667,1800.35,192,4.52,1844.23
