62,13.7667,3.0195e-05,43,7.83333,0.122652,43,2.78333,0.0762273,43,5.6,0.039677,43,2.86667,0.00975214,43,3.08333,0.0613339,43,6.98333,0.00012274,43,4.15,0.00629314,43,2.7,0.0201887,43,2.78333,0.0756168,
53,9.48333,3.064e-05,42,8.6,0.848231,42,2.06667,0.0766873,42,4.9,0.0353036,42,2.06667,0.00426667,42,3.25,0.0793904,42,6.03333,0.000123287,42,5,0.00587503,42,4.06667,0.0202444,42,2.06667,0.0768346,
58,16.25,3.2042e-05,35,4.43333,4.55698,35,4.06667,0.0779316,35,3.93333,0.0504375,35,3.88333,0.00280086,37,4.1,0.0803303,37,7.31667,0.000121882,39,5.38333,0.00576325,37,4.85,0.0204778,35,4.06667,0.0762897,
61,15.85,3.4319e-05,36,5.16667,27.7098,36,4.1,0.0938768,37,5.46667,0.0726922,36,4.61667,0.00417868,36,4.1,0.0979611,37,7.51667,0.00015525,39,5.33333,0.0070035,38,4.86667,0.0246388,36,4.1,0.0920329,
67,19.4167,3.3298e-05,36,5.53333,30.4617,35,4.68333,0.0911614,37,6.3,0.0694443,37,4.76667,0.004256,35,4.68333,0.0959602,37,7.31667,0.000148434,39,6.16667,0.00680881,37,5.23333,0.023921,35,4.68333,0.0902917,
120,29.9583,9.7158e-05,75,4.3,20.1802,75,3.025,0.62857,75,4.31667,1.53416,77,3.45833,0.0509824,75,3.025,0.631741,77,10.5667,0.000369162,78,4.825,0.0112745,77,4.38333,0.0396333,75,3.3,0.153817,
122,27.8417,5.3225e-05,71,5.05,1630.66,71,4.73333,0.637078,72,5.39167,0.641167,73,5.25833,0.0221079,72,4.74167,0.265075,75,11.9167,0.000376503,80,8.45833,0.0119283,74,6.04167,0.0414459,72,4.83333,0.159894,
119,24.4417,4.1582e-05,76,4.83333,8.05933,76,3.03333,0.611943,76,5.56667,0.894107,76,3.7,0.0507509,76,3.05,0.561265,77,11.2583,0.0003695,81,6.525,0.011369,76,4.25833,0.0404772,76,4.075,0.153839,
122,27.7333,8.5063e-05,74,5.05833,8.82638,74,3.96667,0.618129,74,6.03333,1.32346,74,3.30833,0.0451735,77,3.95833,0.618816,79,12.1083,0.000367804,80,6.73333,0.0111757,76,5.23333,0.0395229,74,4.13333,0.150864,
119,26.8917,5.4961e-05,71,4.30833,88.5312,71,4.23333,0.686404,72,5.325,1.23833,73,4.175,0.0418602,71,4.23333,0.638378,74,11.5417,0.000368036,78,6.55,0.0113606,74,4.95833,0.0395295,73,4.8,0.150989,
185,38.4611,5.4148e-05,109,6.55556,1800.14,106,5.33333,1.98605,106,5.37222,7.29969,107,5.20556,0.164801,106,5.33333,1.76237,110,15.3556,0.000758955,120,11.4389,0.0172176,109,6.68333,0.0609563,107,5.33889,0.233619,
181,39.1167,5.1579e-05,109,4.04444,95.2841,109,3.56111,2.19161,109,4.1,3.42503,110,3.95,0.143281,109,3.56111,2.16948,113,14.3833,0.000762206,117,6.88889,0.0176293,112,5.17222,0.061785,111,4.06111,0.234906,
184,46.4278,0.000107868,107,6.55556,1800.15,104,4.62778,1.98516,104,6.20556,4.80974,106,5.22222,0.10868,104,4.62778,2.08447,109,17.1667,0.000756047,116,10.5333,0.0168306,108,7.23889,0.0591826,105,5.84444,0.228015,
180,38.4667,4.7808e-05,108,5.95556,1800.2,107,4.07778,2.03543,107,5.07778,6.91202,107,4.17778,0.147596,107,4.07778,2.14248,109,15.2722,0.000759786,116,8.45556,0.01675,108,4.46667,0.059612,107,4.33889,0.23137,
189,40.7389,5.4147e-05,111,5.25,771.814,111,3.87778,1.99214,111,5.16667,5.25905,111,4.03333,0.195396,111,4.02222,1.95343,113,13.5556,0.00078321,118,6.42778,0.0169139,113,4.71111,0.0611999,111,4.07778,0.229849,
258,59.1625,6.0087e-05,140,6.7375,1800.25,138,4.79583,4.71876,141,6.6125,4.72546,141,5.55833,0.1293,138,4.79583,4.98703,144,19.1583,0.00129163,155,13.2792,0.0226154,142,7.65,0.0793626,140,6.02083,0.305361,
244,52.4958,5.814e-05,140,8.42083,1800.31,137,5.12917,4.81776,142,9.4375,0.268772,142,8.00833,0.0383924,137,5.12917,4.97433,140,18.2167,0.00137461,154,12.7,0.0237201,141,7.30833,0.0840408,139,6.40417,0.327173,
261,58.3792,5.6707e-05,146,5.41667,1800.13,145,3.64583,4.7975,147,6.3875,1.47169,147,5.00833,0.0824007,145,3.64583,4.9696,153,18.5583,0.00128857,158,9.04583,0.0224471,149,5.64167,0.0801036,146,4.02083,0.305183,
235,53.6792,8.789e-05,144,6.225,269.951,144,4.00833,4.72562,144,5.2125,5.93633,145,4.57083,0.14299,145,4.6125,3.3533,153,19.8458,0.00132642,157,10.0292,0.0234238,148,5.49167,0.0853677,145,4.875,0.306705,
243,45.0542,8.9918e-05,169,19.35,1800.31,152,3.57083,4.85953,152,7.39167,1.12638,152,5.8,0.097635,153,4.35833,1.5648,158,16.6625,0.00128772,161,8.12917,0.0225619,154,5.85833,0.0819878,152,4.525,0.306939,
328,85.4433,6.8891e-05,173,14.7767,1800.42,165,7.55667,9.32663,168,10.5333,1800.08,167,8.38,0.179773,165,7.55667,10.1123,173,26.21,0.00212148,190,18.8967,0.0293039,172,10.3267,0.104256,168,8.69,0.396283,
302,75.7433,6.5947e-05,174,7.59667,1800.5,173,5.39667,9.18995,173,8.38667,1.42339,174,6.42333,0.0584738,173,6.53,9.60914,181,24.63,0.00197171,194,15.36,0.028086,178,8.70333,0.0989842,173,5.85667,0.380947,
302,72.2467,6.7638e-05,178,9.14667,445.908,178,4.81667,9.10948,178,14.49,0.580562,178,6,0.0462568,178,5.96333,9.61224,182,24.3333,0.00197271,193,14.8267,0.0282113,179,7.78,0.0977306,178,6.49667,0.376173,
315,83.04,6.9361e-05,176,9.72,1800.37,172,5.15,9.11202,172,10.1567,5.083,172,6.81333,0.116223,172,6.27,9.63601,180,25.0933,0.00205755,191,15.2433,0.0283127,179,10.2967,0.100087,172,6.55667,0.381214,
300,62.8833,7.9912e-05,192,15.29,82.9676,192,4.23,9.09567,192,11.79,1.73333,192,5.41333,0.122153,192,4.23667,9.59121,192,23.7967,0.0019788,202,18.1567,0.028326,193,12.7567,0.0990804,192,9.14333,0.374723,
